Street_ID,Day_Night,Traffic_Count,Traffic_Density,Traffic_Speed,Ambient_Light_lux,Weather,Energy_Consumption_kWh,Power_State,Dim_Level,Latitude,Longitude,Special_Event,Holiday_Weekend,Hour,Day,Month,Cluster
10,Night,86,26.47665859,56.4078455,95.28322909,Clear,0.0,0,75,40.81930219,-74.17345382,0,1,18,9,1,2
3,Day,145,11.88503611,45.47322691,278.5377265,Cloudy,0.86,1,100,40.77851123,-74.11530558,0,1,22,30,1,2
10,Day,253,57.15922823,47.39119003,235.314947,Cloudy,0.57,1,75,40.59658756,-73.97569991,0,1,14,4,1,2
8,Night,234,22.02037531,38.03113311,126.1956609,Cloudy,0.0,0,0,40.88803389,-73.98329432,0,0,20,15,1,1
1,Night,273,46.49072369,49.27722718,204.1143033,Cloudy,0.52,1,75,40.70771255,-74.05725907,1,1,8,15,1,0
4,Day,118,47.82037334,48.3864464,265.3193729,Cloudy,0.52,1,0,40.5236627,-73.76841647,1,0,15,1,1,0
2,Night,242,50.13306173,40.25117988,195.9535322,Clear,0.0,0,75,40.55788244,-74.01779503,0,1,3,10,1,2
2,Night,136,51.58655408,54.98819161,156.1531034,Rainy,0.0,0,0,40.60809931,-73.73180569,1,1,2,12,1,0
9,Night,134,27.78340563,28.87674722,161.7309975,Clear,0.0,0,50,40.53519262,-74.18821181,0,1,3,5,1,2
9,Day,68,26.19630078,33.39311581,157.8910328,Cloudy,0.0,0,25,40.67316317,-73.77426408,1,0,10,19,1,0
5,Day,246,47.84184005,24.94344117,173.7337799,Rainy,0.0,0,75,40.55131496,-73.77600442,0,0,17,1,1,1
8,Day,207,30.70664829,38.52276631,250.7524209,Cloudy,0.0,0,0,40.78246828,-74.03786341,0,0,4,15,1,1
1,Night,131,16.21249125,57.28069152,35.85458447,Cloudy,0.0,0,75,40.68885301,-74.18395542,1,0,19,7,1,0
10,Night,176,34.57037962,47.69720089,227.2527288,Clear,0.56,1,0,40.75643424,-73.76151838,0,0,1,29,1,1
1,Night,180,14.05184223,26.24130477,133.6283139,Cloudy,0.36,1,25,40.81418127,-74.04114961,0,1,1,8,1,2
3,Night,72,10.29835282,42.81079612,277.548925,Cloudy,0.48,1,0,40.57445132,-73.76869346,1,0,17,6,1,0
9,Night,157,34.39099604,33.92031041,232.3645948,Rainy,0.55,1,25,40.71232486,-73.94236138,0,0,15,24,1,1
3,Night,159,11.8581783,42.11208675,217.5073497,Clear,0.0,0,100,40.5907192,-74.07862358,0,1,23,17,1,2
8,Night,200,20.07939494,56.35250058,210.7864932,Clear,0.8,1,100,40.84707006,-74.15088817,1,0,21,3,1,0
4,Night,248,33.9126565,37.96262406,72.78417917,Clear,0.0,0,75,40.73975716,-73.94622095,1,0,16,14,1,0
4,Night,258,43.1154392,31.47458576,159.6313864,Cloudy,0.44,1,25,40.60433156,-73.97683533,1,1,23,9,1,0
7,Day,209,48.48308743,51.05584133,162.6511672,Cloudy,0.0,0,100,40.77182398,-73.85749507,0,1,13,19,1,2
3,Night,293,15.17133549,50.68267266,328.698393,Clear,0.0,0,0,40.56434966,-74.06277879,0,0,8,23,1,1
1,Day,267,56.33943678,33.27498237,318.1368801,Cloudy,0.0,0,75,40.52849726,-74.05636448,0,1,14,1,1,2
3,Day,250,41.35198404,24.21531806,244.1196836,Clear,0.0,0,0,40.70405723,-73.92102673,1,0,13,22,1,0
8,Day,80,56.18178617,20.37169115,3.87164545,Rainy,0.08,1,50,40.63551175,-74.18069563,0,1,11,4,1,2
10,Day,297,12.22121681,49.14899694,277.7967973,Clear,0.67,1,75,40.63498842,-73.70190502,1,0,3,29,1,0
7,Night,214,15.52517201,32.40606551,37.07004952,Cloudy,0.0,0,0,40.78183053,-74.07262288,0,1,6,24,1,2
6,Day,235,25.04170689,35.37894528,130.6815193,Cloudy,0.72,1,100,40.50384881,-74.05560995,1,1,17,26,1,0
5,Day,157,10.50384038,42.68220933,182.4490274,Clear,0.0,0,25,40.853175,-74.03893173,1,1,22,4,1,0
4,Day,156,26.99533885,37.42250222,305.3798759,Cloudy,0.0,0,100,40.80705994,-73.76028996,0,1,1,14,1,2
1,Night,168,56.34373853,41.96157389,135.2095895,Rainy,0.63,1,100,40.50601005,-73.90955513,1,1,22,15,1,0
8,Night,205,59.43427002,34.90429821,24.88198785,Rainy,0.36,1,100,40.73521226,-74.09699112,0,0,0,16,1,1
2,Day,158,36.85612476,21.59004312,90.8212618,Rainy,0.26,1,25,40.62476118,-74.07641731,1,0,8,18,1,0
7,Day,292,13.91560457,28.71284107,217.1084888,Cloudy,0.0,0,100,40.68567013,-73.83055273,0,1,23,18,1,2
3,Day,219,31.39780156,38.88947301,26.5868779,Rainy,0.35,1,100,40.83245532,-74.06001216,0,0,19,17,1,1
9,Day,53,29.00993668,25.87226909,311.8167887,Rainy,0.9,1,100,40.78230297,-74.18450611,0,1,9,12,1,2
6,Day,294,38.47506564,44.36288739,221.3738578,Rainy,0.0,0,75,40.54342475,-73.8806902,1,1,21,6,1,0
4,Day,291,17.04633356,49.96477059,61.16330198,Rainy,0.54,1,100,40.88553338,-73.7570457,1,0,1,3,1,0
6,Night,271,36.64787528,45.98979168,252.5303017,Rainy,0.0,0,0,40.72025393,-73.80078886,0,0,0,17,1,1
1,Night,202,15.60649722,58.73573241,4.529155313,Rainy,0.16,1,25,40.60412487,-73.77086624,0,0,22,26,1,1
10,Night,126,38.24118393,32.47493243,218.3509413,Cloudy,0.42,1,50,40.89589164,-73.80197429,0,0,23,18,1,1
4,Day,135,51.10794981,44.68188016,291.2754606,Rainy,0.0,0,75,40.85363869,-73.96758911,0,0,20,13,1,1
4,Night,104,40.88189922,52.24714808,230.6611648,Rainy,0.45,1,50,40.55568683,-73.85889836,0,1,0,13,1,2
5,Night,142,24.0945863,32.37980814,300.4628595,Rainy,0.66,1,50,40.87392129,-73.95246288,0,0,4,27,1,1
9,Night,90,33.24498431,54.75542654,54.38238486,Cloudy,0.17,1,0,40.87504661,-74.01206726,0,0,17,22,1,1
2,Day,110,45.89978141,33.92295368,314.9607231,Cloudy,1.07,1,100,40.85443839,-73.85216986,0,0,1,20,1,1
7,Night,134,34.52026953,57.17903772,179.9763904,Clear,0.0,0,25,40.89015529,-73.97883631,0,1,15,15,1,2
1,Day,215,26.93645873,34.27987045,125.9941533,Rainy,0.0,0,100,40.74343118,-73.7130776,0,0,4,12,1,1
4,Day,132,15.39107974,38.48615087,342.0537405,Clear,0.69,1,75,40.62126021,-74.02012397,0,1,6,22,1,2
2,Night,59,45.29984775,31.59812372,161.8404054,Cloudy,0.0,0,0,40.84624852,-74.00387517,0,0,5,21,1,1
7,Day,279,38.32034192,58.06069906,271.0451209,Clear,0.0,0,100,40.78718718,-73.90150461,0,0,13,19,1,1
10,Day,87,43.5147414,25.98124775,116.8220018,Rainy,0.0,0,50,40.65342139,-73.71593281,1,1,16,15,1,0
1,Day,231,43.53705864,59.75041956,105.6853574,Rainy,0.0,0,75,40.53718173,-74.06768509,0,1,0,18,1,2
10,Night,225,23.71110349,50.78797927,116.3702435,Cloudy,0.36,1,25,40.77186798,-73.77412844,0,1,20,27,1,2
3,Night,86,33.8323574,29.88375961,83.28555658,Cloudy,0.2,1,25,40.77518247,-74.0019783,0,0,20,21,1,1
2,Day,282,41.54176678,58.43281272,345.4274026,Rainy,0.86,1,50,40.51715533,-73.70660928,1,1,10,28,1,0
4,Day,292,23.34645446,55.23375018,72.10443113,Cloudy,0.0,0,0,40.67823293,-74.10903132,1,1,11,9,1,0
7,Night,58,51.77025736,51.34076727,297.9686212,Cloudy,0.57,1,50,40.86014183,-74.18170695,1,1,6,29,1,0
5,Day,224,22.01282732,27.69684095,262.2742169,Clear,0.65,1,25,40.59503224,-73.97527468,1,0,0,21,1,0
4,Night,189,20.90820929,22.86653095,316.7068444,Clear,0.0,0,25,40.6474447,-73.85796656,0,1,5,8,1,2
8,Night,66,14.10223537,47.87613232,96.76653498,Cloudy,0.0,0,100,40.79678664,-73.9647077,1,0,7,17,1,0
4,Day,224,25.18505747,42.39895005,40.4123866,Rainy,0.26,1,75,40.69598786,-74.019629,1,0,10,29,1,0
10,Day,209,15.74778638,26.62018025,19.01151653,Rainy,0.0,0,25,40.81963075,-74.14262528,1,0,5,15,1,0
3,Night,181,52.89215193,21.05161721,119.0352001,Rainy,0.0,0,0,40.70556852,-73.79804566,0,0,13,21,1,1
5,Day,175,56.1288266,43.87833481,187.0480792,Clear,0.0,0,100,40.71693932,-73.75994847,1,0,10,5,1,0
8,Day,256,28.6724994,26.16262499,255.5433702,Cloudy,0.0,0,0,40.84081267,-73.86284632,1,0,23,17,1,0
5,Day,286,46.31798045,21.91582859,127.8539588,Clear,0.46,1,25,40.85830595,-73.81481376,0,0,2,29,1,1
5,Night,69,57.26992901,37.33364137,125.7075567,Cloudy,0.42,1,100,40.80519168,-74.02431949,0,1,16,24,1,2
3,Night,78,59.7924268,26.26629754,349.7471457,Clear,0.63,1,50,40.58306997,-73.93425463,1,0,11,20,1,0
7,Night,205,22.30786345,40.19372171,23.71595525,Cloudy,0.22,1,0,40.6149084,-73.78090221,1,0,20,13,1,0
5,Day,248,54.98113059,37.37029409,64.67869396,Rainy,0.34,1,25,40.55346324,-73.72237096,0,1,12,4,1,2
9,Day,254,21.07094288,58.48696587,83.64317592,Rainy,0.34,1,0,40.65109371,-74.17700632,1,1,5,7,1,0
7,Night,108,13.09124725,33.7284879,338.6653211,Clear,0.67,1,50,40.61377975,-73.88297084,0,1,20,17,1,2
7,Night,57,14.32097081,53.76542268,243.2320034,Clear,0.0,0,75,40.65168571,-74.09732128,1,1,17,2,1,0
10,Day,254,14.35532735,29.20098423,299.6587033,Clear,0.0,0,75,40.62670565,-73.99128252,0,1,18,13,1,2
10,Night,262,15.88599697,21.09860366,226.8997383,Clear,0.0,0,75,40.76210177,-73.82499708,1,1,16,24,1,0
3,Night,222,36.18318087,31.00864946,168.2630129,Cloudy,0.0,0,75,40.74280771,-73.83951055,1,0,5,5,1,0
10,Night,182,55.10810685,44.36440819,282.2402138,Clear,0.55,1,0,40.57318371,-74.15214564,0,1,19,21,1,2
8,Night,191,27.26735908,33.24824727,235.5166698,Rainy,0.0,0,25,40.81882726,-74.18660666,1,1,16,28,1,0
6,Night,93,40.98944197,52.33291014,132.594201,Clear,0.43,1,100,40.82729522,-73.92080446,1,0,19,5,1,0
2,Night,51,17.78606679,54.12480397,61.69866938,Rainy,0.14,1,0,40.59364507,-74.11860965,1,1,9,1,1,0
4,Night,203,35.93185626,30.57692176,125.8052689,Rainy,0.57,1,100,40.72682033,-74.15594994,0,0,15,24,1,1
10,Night,170,19.40413986,26.77768223,8.930808117,Clear,0.26,1,100,40.80716498,-73.7918732,0,0,15,11,1,1
7,Day,270,32.70815939,20.49794838,114.4169018,Cloudy,0.0,0,0,40.81294816,-73.8775024,1,1,19,15,1,0
10,Day,147,47.28028512,53.92224416,131.4656455,Rainy,0.0,0,100,40.86690275,-73.97098515,0,1,8,10,1,2
1,Night,132,41.40012931,31.8194741,263.5184218,Cloudy,0.0,0,50,40.81766939,-74.11041549,1,0,22,16,1,0
9,Day,178,41.7104768,21.83541183,19.56541169,Cloudy,0.28,1,100,40.73207072,-73.88152504,0,1,22,30,1,2
5,Day,247,41.97837276,44.9382723,340.8190738,Cloudy,0.0,0,0,40.70144391,-73.72407396,1,1,20,7,1,0
5,Day,56,45.00204977,45.57607551,101.4742833,Rainy,0.21,1,50,40.65596026,-73.72178166,1,0,0,12,1,0
7,Night,274,36.88175452,28.29751424,115.8610298,Cloudy,0.0,0,100,40.62317869,-74.10318844,1,0,10,22,1,0
6,Night,211,25.41474938,23.02759137,170.3594941,Rainy,0.0,0,75,40.63475387,-73.94922374,0,1,12,12,1,2
9,Night,191,52.0125863,48.77421197,340.7694443,Cloudy,0.0,0,25,40.73087698,-73.82429853,1,1,17,6,1,0
9,Day,135,17.27466856,40.61902145,50.02410905,Clear,0.0,0,25,40.73159615,-74.16048682,1,1,10,1,1,0
9,Day,187,51.66166389,59.594174,148.3706223,Cloudy,0.0,0,50,40.87307819,-73.87960855,1,0,7,19,1,0
2,Day,260,40.45354338,31.95238748,149.0683751,Clear,0.0,0,0,40.66380228,-73.8132893,1,0,17,22,1,0
10,Night,104,55.39584785,34.01148997,76.23549012,Cloudy,0.0,0,0,40.65671864,-73.92973988,1,1,10,29,1,0
6,Night,292,58.88243195,31.96330845,110.857599,Cloudy,0.0,0,25,40.75081413,-73.75594093,1,1,6,15,1,0
2,Night,248,20.73394267,26.94934756,189.602426,Cloudy,0.0,0,25,40.70322404,-73.87168937,1,1,7,27,1,0
2,Day,277,28.71584898,57.17541572,55.25987483,Cloudy,0.0,0,25,40.87207083,-74.06371562,1,1,6,3,1,0
10,Day,143,12.38700473,56.93184348,328.8022474,Cloudy,0.0,0,0,40.84139434,-73.70444372,0,0,11,13,1,1
10,Day,146,50.74564265,43.05133886,54.36767354,Clear,0.19,1,0,40.6259879,-73.94584351,0,1,12,13,1,2
8,Day,139,25.05036925,34.88227893,200.3920419,Clear,0.0,0,25,40.59927499,-73.95733844,0,0,13,21,1,1
3,Night,111,20.10118095,57.69418747,34.52055109,Cloudy,0.15,1,50,40.71264059,-73.89171723,1,0,14,16,1,0
1,Day,222,53.50561103,34.76625748,160.5958758,Cloudy,0.44,1,25,40.70194634,-73.94489194,1,1,13,22,1,0
9,Day,169,21.93908721,45.47726732,78.51314856,Clear,0.26,1,0,40.57060264,-73.99229253,0,0,15,23,1,1
6,Night,231,42.03098381,27.71680982,328.8243392,Rainy,0.78,1,50,40.58736462,-73.85660575,0,1,11,19,1,2
3,Night,236,59.13623322,51.13500374,210.7988054,Rainy,0.52,1,25,40.67199571,-74.01191849,0,0,17,13,1,1
7,Day,109,25.61162315,20.03673441,156.7545968,Rainy,0.0,0,75,40.78288941,-73.9000773,0,0,17,29,1,1
4,Night,135,54.51075977,51.86804598,24.4409115,Cloudy,0.16,1,0,40.60257904,-74.08114294,1,1,2,6,1,0
6,Day,148,36.8111467,51.96228924,311.6716674,Cloudy,0.65,1,0,40.52629105,-73.80572881,1,0,19,7,1,0
1,Night,143,50.28775867,51.82065213,127.5154899,Rainy,0.0,0,0,40.74925362,-74.13057919,1,0,16,2,1,0
8,Night,145,54.59110102,22.12184199,8.047457217,Rainy,0.0,0,25,40.78919816,-73.98594589,1,1,18,29,1,0
3,Night,248,29.47638315,48.69096551,282.5271533,Cloudy,0.69,1,75,40.76766764,-74.05371539,0,0,2,28,1,1
6,Day,87,25.40536859,36.36651053,295.4145559,Cloudy,0.53,1,50,40.57629581,-73.85854532,1,0,17,23,1,0
10,Night,185,42.18209243,25.38278426,116.8218225,Rainy,0.52,1,100,40.65812757,-73.75923863,0,0,5,1,1,1
1,Night,200,46.71545348,34.6421356,262.0635433,Clear,0.56,1,50,40.64734505,-73.77476352,0,1,20,12,1,2
3,Day,84,55.6908638,25.64881618,147.0258174,Rainy,0.5,1,100,40.65603313,-73.72831415,1,1,8,12,1,0
4,Night,231,52.34651906,52.45197535,160.1312139,Rainy,0.48,1,0,40.51849444,-73.75491981,0,1,3,14,1,2
6,Day,111,55.96366854,24.40250643,339.4734095,Rainy,0.0,0,50,40.71827658,-73.81592654,0,0,1,23,1,1
1,Day,50,42.4682811,26.82177387,347.5939218,Cloudy,0.0,0,100,40.8657644,-74.13248515,1,1,7,10,1,0
8,Night,56,26.02494508,21.98499124,77.38002131,Rainy,0.19,1,25,40.50276265,-74.19818601,1,0,13,29,1,0
6,Day,173,39.37599723,24.72859226,217.7439042,Clear,0.46,1,50,40.57472099,-73.79139505,0,0,9,13,1,1
6,Night,109,45.58948559,26.61133306,47.07254745,Cloudy,0.0,0,25,40.79183016,-74.06979288,0,1,21,1,1,2
6,Night,113,35.07723414,28.20121511,213.8545294,Clear,0.41,1,75,40.78660846,-74.00686946,0,1,17,18,1,2
4,Day,207,27.11154263,29.09458547,40.99164242,Cloudy,0.22,1,75,40.81866208,-74.11775343,0,1,18,1,1,2
9,Night,60,21.77748716,48.00700134,110.7728576,Cloudy,0.0,0,25,40.67136382,-74.16426313,0,0,0,2,1,1
8,Day,118,38.48850307,48.55588657,304.6488956,Cloudy,0.0,0,0,40.62275355,-74.12041923,0,1,6,25,1,2
2,Day,205,51.53729731,35.28350041,178.7435457,Cloudy,0.0,0,100,40.6471607,-74.01210946,1,0,8,17,1,0
6,Day,259,40.26557184,36.17877666,88.24363193,Cloudy,0.0,0,50,40.78647792,-74.1478143,0,1,2,7,1,2
8,Night,192,35.95768643,47.14869715,91.17607976,Cloudy,0.32,1,50,40.77324745,-73.74135519,0,1,6,21,1,2
6,Night,293,39.05561713,36.04626164,29.47111963,Rainy,0.3,1,50,40.5477216,-73.76344737,0,0,6,7,1,1
8,Night,229,38.21246858,53.95626672,218.4438882,Clear,0.54,1,25,40.52011022,-73.70612549,0,1,7,11,1,2
2,Day,55,59.79529611,36.70711288,134.0396789,Clear,0.24,1,0,40.52851228,-74.08016013,0,1,16,1,1,2
9,Day,196,37.2879425,38.03769351,155.624742,Rainy,0.0,0,100,40.63471253,-74.12395724,0,1,11,6,1,2
7,Night,179,42.43031753,41.69224044,107.6460966,Rainy,0.0,0,0,40.66144113,-73.82898133,1,1,13,4,1,0
3,Day,237,49.10251755,36.29128745,309.1437342,Cloudy,0.7,1,50,40.82355939,-73.88773684,0,1,14,16,1,2
6,Night,203,38.75108073,57.45498363,170.5097395,Rainy,0.79,1,100,40.58777064,-73.75780849,0,0,12,2,1,1
8,Day,273,44.38548009,40.0054885,291.6155218,Cloudy,0.0,0,25,40.55871797,-74.06588649,1,0,13,15,1,0
4,Night,279,45.65990818,39.85527237,82.4743662,Cloudy,0.66,1,100,40.51363557,-73.94677957,0,1,20,1,1,2
5,Day,241,32.50739962,20.46619599,158.2551925,Clear,0.0,0,100,40.65016009,-74.11376621,1,0,0,3,1,0
7,Night,167,38.33235327,44.20151878,176.9841165,Cloudy,0.42,1,25,40.62948405,-74.07143027,1,1,11,25,1,0
1,Night,211,45.82517452,41.93542275,172.6571889,Clear,0.83,1,100,40.8134863,-73.70427405,1,0,1,1,1,0
7,Night,202,47.12420764,57.16581533,201.1138321,Cloudy,0.46,1,25,40.84436232,-74.12476863,1,0,10,13,1,0
1,Night,292,59.27093976,26.73486106,7.659604728,Clear,0.24,1,50,40.72956021,-73.7523428,1,1,6,16,1,0
10,Day,114,20.77085028,26.31757033,186.4626106,Rainy,0.38,1,0,40.61979973,-73.92098702,0,1,9,26,1,2
9,Night,184,55.71720631,39.8341845,104.9701659,Cloudy,0.0,0,25,40.8535868,-73.89848033,0,0,22,13,1,1
10,Night,162,41.99887523,48.1082853,275.2647835,Clear,0.0,0,50,40.64026432,-74.11019518,1,0,19,6,1,0
1,Day,235,21.55372602,58.15725475,304.7465682,Rainy,1.12,1,100,40.69730954,-74.11699997,1,0,6,27,1,0
5,Night,244,23.87481622,41.29130835,325.0410602,Clear,0.0,0,75,40.84756149,-74.10723018,0,0,10,18,1,1
8,Day,164,47.80810399,57.93848566,256.2458467,Rainy,0.88,1,100,40.5619813,-73.78258921,1,1,9,15,1,0
3,Day,162,13.14513673,46.47443274,310.3905714,Cloudy,0.0,0,25,40.78143228,-73.81210685,1,0,21,16,1,0
8,Day,273,26.07832483,46.10269062,235.6644295,Cloudy,0.61,1,0,40.84472324,-73.91224589,0,1,21,10,1,2
10,Day,194,52.84621387,43.05779704,318.6446089,Rainy,0.0,0,75,40.57339907,-73.92533396,0,1,5,9,1,2
8,Night,209,20.97431202,59.56944562,88.6950855,Rainy,0.0,0,50,40.64704021,-74.08925676,0,1,6,15,1,2
10,Day,287,29.64614179,59.61652624,345.2428436,Rainy,0.8,1,50,40.86453827,-73.83527326,0,0,7,10,1,1
9,Day,166,38.94653638,33.3377934,94.06720641,Rainy,0.31,1,25,40.68297285,-73.98917081,1,0,18,18,1,0
8,Night,119,56.07838617,43.79156163,239.3867757,Rainy,0.0,0,25,40.56942883,-74.08155152,0,1,13,2,1,2
4,Night,96,40.60208616,27.69520647,243.5128758,Cloudy,0.0,0,100,40.71629474,-74.18079111,0,0,10,10,1,1
10,Night,243,42.19367746,46.7424647,66.37830416,Rainy,0.32,1,0,40.60662465,-73.97897695,1,1,10,24,1,0
8,Night,150,36.4530001,56.52920005,135.7218645,Clear,0.0,0,75,40.75502798,-73.77562874,0,0,3,13,1,1
9,Day,85,53.68043814,57.33873385,275.700783,Clear,0.53,1,25,40.60704792,-73.82920906,0,1,16,16,1,2
3,Night,238,43.02974948,59.12581919,336.2721596,Cloudy,0.0,0,0,40.88497884,-73.74880437,1,0,11,15,1,0
4,Day,134,20.5567243,43.96695624,80.71989833,Cloudy,0.22,1,50,40.59218154,-74.10623193,0,1,0,16,1,2
4,Day,159,47.39242232,26.92199844,278.5416687,Cloudy,0.0,0,0,40.68901904,-73.87538955,0,0,22,8,1,1
6,Day,113,18.22053676,43.40262972,11.30334656,Clear,0.0,0,0,40.74377115,-74.19026644,1,0,23,26,1,0
7,Day,160,26.54618201,51.15311025,287.4549754,Rainy,0.63,1,50,40.62000784,-74.18502989,1,1,15,17,1,0
9,Night,180,26.94471349,21.30651016,103.3365091,Clear,0.0,0,0,40.64984294,-73.97056658,0,1,11,19,1,2
9,Day,257,58.48163666,39.59683469,29.72667874,Rainy,0.25,1,50,40.50386637,-73.87256941,0,1,5,3,1,2
9,Day,97,12.76148525,43.67670994,281.9986041,Cloudy,0.57,1,0,40.50678911,-73.84797281,1,1,0,10,1,0
1,Night,68,30.12757884,46.97625603,264.0883324,Cloudy,0.0,0,25,40.6331672,-74.13870552,1,1,14,25,1,0
2,Night,145,17.26435648,58.09089946,38.4384669,Clear,0.17,1,25,40.57915441,-74.09837882,0,0,0,5,1,1
9,Night,298,34.81931456,57.5994387,35.50492853,Cloudy,0.0,0,100,40.54718966,-74.03606261,1,0,9,20,1,0
3,Day,77,41.82107347,32.19117986,330.4958668,Clear,0.0,0,100,40.74697606,-74.12896728,1,1,12,9,1,0
3,Night,141,39.21607096,59.88823422,247.7248197,Cloudy,0.0,0,50,40.6364553,-73.70123534,0,1,10,23,1,2
1,Night,252,57.16309554,39.72684976,145.0494786,Clear,0.42,1,25,40.7640421,-73.72324466,1,1,4,4,1,0
9,Night,239,15.46683162,58.11601315,20.62165044,Clear,0.38,1,100,40.73029904,-73.79859638,0,1,20,15,1,2
2,Day,78,11.28119539,54.99706515,246.8002947,Cloudy,0.47,1,25,40.8475876,-73.77772831,1,0,23,29,1,0
6,Day,209,24.29360558,47.86303221,150.6749825,Cloudy,0.0,0,0,40.83752607,-73.73537455,1,1,6,8,1,0
9,Day,233,35.64936688,33.13083865,244.3386776,Rainy,0.0,0,0,40.55784475,-73.89764149,0,0,12,29,1,1
4,Night,97,13.56163236,51.43182988,175.1240516,Rainy,0.36,1,75,40.67001242,-73.75520978,1,1,0,27,1,0
9,Night,240,35.36892985,40.39081613,9.043493564,Clear,0.0,0,0,40.88465212,-74.18841296,0,1,19,15,1,2
9,Night,287,25.11361838,31.34247002,57.17852973,Rainy,0.0,0,0,40.78701794,-73.95218029,1,1,15,21,1,0
6,Night,217,52.78365094,48.00238729,137.0720498,Cloudy,0.0,0,25,40.71611796,-73.76198841,1,0,8,29,1,0
6,Day,244,13.73256396,26.50757824,253.3284773,Cloudy,0.67,1,50,40.54542555,-74.05716054,0,1,13,16,1,2
8,Day,74,53.76765106,43.03014414,136.9866865,Rainy,0.3,1,0,40.56859485,-73.80569445,0,1,7,22,1,2
9,Night,170,16.33971914,39.00298446,25.14596889,Clear,0.17,1,25,40.8005726,-74.18422341,0,1,8,22,1,2
3,Night,132,41.01080635,41.88831153,48.44269615,Rainy,0.2,1,25,40.60614163,-73.79348066,0,1,2,25,1,2
7,Day,249,26.70490065,48.44390546,274.8556108,Clear,0.58,1,50,40.89725075,-73.91500564,1,0,21,14,1,0
3,Night,295,16.58502653,32.74234493,108.6796523,Clear,0.44,1,75,40.73563244,-73.85336388,0,1,23,28,1,2
10,Night,84,53.42406561,59.30878422,20.99535777,Rainy,0.16,1,100,40.67979238,-73.86061001,0,0,3,29,1,1
8,Day,175,34.93688364,40.45834018,343.4400342,Cloudy,0.0,0,75,40.73074003,-74.02252016,1,1,19,20,1,0
9,Night,80,23.46872178,23.07609841,66.38426895,Rainy,0.0,0,25,40.65442191,-74.1319689,0,1,14,15,1,2
5,Night,289,23.10273414,24.29446696,270.6243772,Rainy,0.71,1,50,40.71652752,-74.09186616,0,1,17,8,1,2
4,Night,207,29.05562796,44.94518859,40.69643621,Cloudy,0.0,0,100,40.72725922,-73.90811892,1,1,18,8,1,0
6,Night,74,37.94237683,30.29479797,191.9290267,Rainy,0.39,1,0,40.89523187,-73.81038058,1,1,5,3,1,0
8,Night,267,12.53824693,29.48978317,333.2507685,Cloudy,0.0,0,75,40.79817706,-73.76245277,0,1,0,26,1,2
7,Day,243,27.17026598,20.20017692,203.8687993,Rainy,0.52,1,75,40.7350585,-73.80100907,1,1,9,26,1,0
3,Night,275,43.89412219,56.09164462,70.34137962,Clear,0.0,0,75,40.89818808,-74.02623729,1,1,10,15,1,0
1,Night,57,39.35382788,39.75067308,131.9859899,Rainy,0.26,1,0,40.83755257,-74.13105278,0,1,6,24,1,2
9,Night,84,42.5092384,57.26269826,20.34153503,Cloudy,0.0,0,50,40.60962778,-73.91479169,0,1,14,10,1,2
3,Day,186,19.03962918,20.31444231,9.421859673,Rainy,0.0,0,0,40.56614443,-74.1562734,1,1,0,22,1,0
2,Night,68,14.43115008,37.61461392,271.3275717,Cloudy,0.45,1,25,40.61536966,-74.04582625,0,0,13,15,1,1
8,Day,113,39.99135414,27.23241348,348.6742852,Cloudy,0.63,1,50,40.80947369,-74.12568914,1,0,3,20,1,0
2,Night,66,45.90609103,44.69198965,288.0415891,Rainy,0.52,1,0,40.6730332,-74.03317916,0,1,4,29,1,2
4,Night,283,48.77835582,52.12611924,301.7434928,Clear,1.1500000000000001,1,100,40.76399462,-73.9487013,0,1,5,16,1,2
8,Day,182,21.11641397,28.75871642,0.091517923,Rainy,0.15,1,75,40.50089901,-73.8630263,1,1,19,20,1,0
2,Day,195,52.08735256,36.01201891,148.0813044,Clear,0.42,1,0,40.62020893,-73.76167351,0,0,23,12,1,1
10,Night,241,13.26129232,56.91107779,205.621943,Cloudy,0.51,1,25,40.55911284,-74.14142798,0,1,19,6,1,2
4,Day,184,53.45707577,47.58509576,59.39660934,Rainy,0.26,1,25,40.86059441,-73.89082275,0,1,11,12,1,2
4,Night,278,16.12525877,25.77982439,0.078169748,Rainy,0.0,0,25,40.86654838,-73.92209384,1,1,15,28,1,0
6,Night,61,27.25958675,35.9517486,231.1941731,Cloudy,0.65,1,100,40.86424948,-74.04047671,1,1,23,29,1,0
10,Day,289,53.55435751,30.66032901,231.0808882,Rainy,0.66,1,25,40.65848908,-73.88587428,1,0,18,1,1,0
3,Day,259,30.22376235,48.60457889,329.541813,Rainy,1.1500000000000001,1,100,40.52709118,-74.17122605,0,1,0,19,1,2
6,Night,234,56.02172807,27.26080618,21.2514834,Cloudy,0.0,0,75,40.59964534,-74.0226783,1,1,15,17,1,0
8,Night,164,56.53681003,48.28591041,22.55401797,Rainy,0.0,0,50,40.55248485,-73.77122746,1,0,17,26,1,0
8,Night,229,52.68325108,44.87478239,189.4864843,Cloudy,0.54,1,0,40.73504391,-73.72395321,1,0,19,30,1,0
8,Day,99,31.41475272,29.32836689,256.8573016,Rainy,0.53,1,50,40.71098792,-73.84908184,0,0,9,20,1,1
3,Night,154,28.14157092,49.46871057,133.1686726,Clear,0.36,1,75,40.58456615,-74.10678605,1,0,20,21,1,0
